Time,Close,High,Low,Open,EMA,Signal
2024-06-29 22:00:00+09:00,9837016.75,9849990.0,9824498.0,9834188.543427365,9830679.431319995,1
2024-06-29 23:00:00+09:00,9832386.5,9847999.0,9816179.0,9835602.646713682,9830448.786954505,-1
2024-06-30 00:00:00+09:00,9828322.5,9839741.0,9814194.0,9833994.57335684,9830609.893348446,1
2024-06-30 01:00:00+09:00,9828415.25,9838797.0,9814194.0,9831158.53667842,9830433.544589683,-1
2024-06-30 02:00:00+09:00,9827208.75,9833731.0,9817357.0,9829786.89333921,9830480.621272441,1
2024-06-30 03:00:00+09:00,9831232.5,9835677.0,9823317.0,9828497.821669605,9830630.479261758,1
2024-06-30 04:00:00+09:00,9830908.0,9835895.0,9817540.0,9829865.160834802,9830836.931055415,1
2024-06-30 05:00:00+09:00,9834955.25,9842952.0,9825521.0,9830386.580417402,9831017.953366967,1
2024-06-30 06:00:00+09:00,9832885.75,9841229.0,9820584.0,9832670.915208701,9831145.759117283,1
2024-06-30 07:00:00+09:00,9823754.0,9834277.0,9805240.0,9832778.33260435,9830756.592093077,-1
2024-06-30 08:00:00+09:00,9823905.0,9833659.0,9817055.0,9828266.166302174,9830479.235540407,-1
2024-06-30 09:00:00+09:00,9825644.25,9834999.0,9812894.0,9826085.583151087,9830499.657676077,1
2024-06-30 10:00:00+09:00,9825455.0,9832709.0,9815630.0,9825864.916575544,9830185.20051231,-1
2024-06-30 11:00:00+09:00,9809508.25,9825659.958287772,9791004.0,9825659.958287772,9829062.290688299,-1
2024-06-30 12:00:00+09:00,9795451.75,9817584.104143886,9777609.0,9817584.104143886,9827853.41654366,-1
2024-06-30 13:00:00+09:00,9788418.5,9806517.927071944,9776374.0,9806517.927071944,9825950.380600771,-1
2024-06-30 14:00:00+09:00,9782192.0,9797468.213535972,9770048.0,9797468.213535972,9824458.404890936,-1
2024-06-30 15:00:00+09:00,9804732.0,9824035.0,9782953.0,9789830.106767986,9824441.800777566,-1
2024-06-30 16:00:00+09:00,9868714.25,9938788.0,9797281.053383993,9797281.053383993,9827051.926237268,1
2024-06-30 17:00:00+09:00,9891297.75,9906667.0,9832997.651691996,9832997.651691996,9829864.870306395,1
2024-06-30 18:00:00+09:00,9905880.75,9929499.0,9862147.700845998,9862147.700845998,9832731.110686535,1
2024-06-30 19:00:00+09:00,9905923.5,9915425.0,9884014.225422999,9884014.225422999,9835643.61614981,1
2024-06-30 20:00:00+09:00,9912010.75,9921159.0,9894968.8627115,9894968.8627115,9838745.513555698,1
2024-06-30 21:00:00+09:00,9904020.25,9924291.0,9877653.0,9903489.80635575,9841123.924788808,1
2024-06-30 22:00:00+09:00,9914294.0,9934913.0,9892868.0,9903755.028177876,9844609.2610716,1
2024-06-30 23:00:00+09:00,9925843.25,9952625.0,9907324.0,9909024.514088938,9847307.878284479,1
2024-07-01 00:00:00+09:00,9927340.75,9944996.0,9913424.0,9917433.882044468,9850845.569332147,1
2024-07-01 01:00:00+09:00,9930859.25,9943096.0,9920858.0,9922387.316022234,9853634.527397553,1
2024-07-01 02:00:00+09:00,9934198.0,9955678.0,9921964.0,9926623.283011116,9856911.055734903,1
2024-07-01 03:00:00+09:00,9961308.0,9993628.0,9930410.641505558,9930410.641505558,9861810.700608045,1
2024-07-01 04:00:00+09:00,9980302.75,9993000.0,9945859.320752779,9945859.320752779,9866694.829995966,1
2024-07-01 05:00:00+09:00,9993746.75,10040000.0,9963081.035376389,9963081.035376389,9870988.32685887,1
2024-07-01 06:00:00+09:00,9967420.0,9980514.0,9949999.0,9978413.892688194,9874596.15717813,1
2024-07-01 07:00:00+09:00,10038175.75,10121675.0,9962910.0,9972916.946344096,9883636.700033888,1
2024-07-01 08:00:00+09:00,10108722.5,10129015.0,10005546.348172048,10005546.348172048,9892214.55493452,1
2024-07-01 09:00:00+09:00,10113919.75,10146119.0,10057134.424086023,10057134.424086023,9901806.7684665,1
2024-07-01 10:00:00+09:00,10188355.25,10250000.0,10085527.087043012,10085527.087043012,9914936.11087958,1
2024-07-01 11:00:00+09:00,10222683.75,10262977.0,10136941.168521505,10136941.168521505,9926517.204570577,1
2024-07-01 12:00:00+09:00,10214910.25,10225014.0,10179812.459260752,10179812.459260752,9938081.784783494,1
2024-07-01 13:00:00+09:00,10209179.25,10224037.0,10190477.0,10197361.354630377,9948384.028517475,1
2024-07-01 14:00:00+09:00,10211331.5,10227999.0,10193751.0,10203270.302315189,9959144.929359926,1
2024-07-01 15:00:00+09:00,10216283.5,10225994.0,10198970.0,10207300.901157595,9969271.912522282,1
2024-07-01 16:00:00+09:00,10212496.0,10224062.0,10200702.0,10211792.200578798,9978627.40614886,1
2024-07-01 17:00:00+09:00,10167824.0,10212144.100289399,10115382.0,10212144.100289399,9984832.80198616,1
2024-07-01 18:00:00+09:00,10134387.75,10189984.050144698,10115517.0,10189984.050144698,9990831.162692586,1
2024-07-01 19:00:00+09:00,10129910.75,10162185.90007235,10110227.0,10162185.90007235,9996082.175920328,1
2024-07-01 20:00:00+09:00,10107372.25,10146048.325036176,10082571.0,10146048.325036176,9999905.972943062,1
2024-07-01 21:00:00+09:00,10104188.25,10126710.287518088,10089494.0,10126710.287518088,10004217.97400412,1
2024-07-01 22:00:00+09:00,10136382.75,10187136.0,10090770.0,10115449.268759044,10008631.308356898,1
2024-07-01 23:00:00+09:00,10136131.25,10169239.0,10103932.0,10125916.009379521,10014355.413911529,1
2024-07-02 00:00:00+09:00,10167853.25,10190000.0,10131023.62968976,10131023.62968976,10020572.103562057,1
2024-07-02 01:00:00+09:00,10200981.5,10222787.0,10149438.43984488,10149438.43984488,10027991.668128252,1
2024-07-02 02:00:00+09:00,10194775.5,10206100.0,10175209.96992244,10175209.96992244,10034454.42624087,1
2024-07-02 03:00:00+09:00,10275873.5,10287135.0,10184992.73496122,10184992.73496122,10044082.331094172,1
2024-07-02 04:00:00+09:00,10262544.5,10273168.0,10230433.11748061,10230433.11748061,10052232.867129695,1
2024-07-02 05:00:00+09:00,10213848.5,10246488.808740305,10195000.0,10246488.808740305,10058588.637046177,1
2024-07-02 06:00:00+09:00,10199846.0,10230168.654370151,10175000.0,10230168.654370151,10063943.004220836,1
2024-07-02 07:00:00+09:00,10173550.75,10215007.327185076,10138106.0,10215007.327185076,10067933.631506294,1
2024-07-02 08:00:00+09:00,10165790.5,10194279.038592538,10151145.0,10194279.038592538,10071878.822427617,1
2024-07-02 09:00:00+09:00,10166088.75,10180034.76929627,10152577.0,10180034.76929627,10075748.045077516,1
2024-07-02 10:00:00+09:00,10169539.5,10176000.0,10159588.0,10173061.759648135,10079523.651152907,1
2024-07-02 11:00:00+09:00,10189703.75,10208548.0,10171300.629824068,10171300.629824068,10084175.19424495,1
2024-07-02 12:00:00+09:00,10195314.25,10199227.0,10180502.189912034,10180502.189912034,10088652.363098089,1
2024-07-02 13:00:00+09:00,10221600.75,10228082.0,10187908.219956018,10187908.219956018,10094002.54493738,1
2024-07-02 14:00:00+09:00,10202152.5,10206404.0,10194058.0,10204754.484978009,10098351.660822188,1
2024-07-02 15:00:00+09:00,10189890.25,10203453.492489005,10170513.0,10203453.492489005,10101854.536868377,1
2024-07-02 16:00:00+09:00,10156879.75,10196671.871244501,10141000.0,10196671.871244501,10103389.692285303,1
2024-07-02 17:00:00+09:00,10122883.5,10176775.81062225,10080581.0,10176775.81062225,10104469.861215292,1
2024-07-02 18:00:00+09:00,10130690.25,10149829.655311126,10114653.0,10149829.655311126,10105679.592148025,1
2024-07-02 19:00:00+09:00,10122987.75,10140259.952655563,10103007.0,10140259.952655563,10106397.608142221,1
2024-07-02 20:00:00+09:00,10135486.0,10141933.0,10125900.0,10131623.85132778,10107408.60390135,1
2024-07-02 21:00:00+09:00,10153464.5,10160807.0,10133554.92566389,10133554.92566389,10109357.325316984,1
2024-07-02 22:00:00+09:00,10162844.25,10170000.0,10143509.712831944,10143509.712831944,10111508.52824573,1
2024-07-02 23:00:00+09:00,10091425.5,10153176.981415972,10057911.0,10153176.981415972,10109621.840863544,-1
2024-07-03 00:00:00+09:00,10015416.5,10122301.240707986,10009857.0,10122301.240707986,10105888.788280662,-1
2024-07-03 01:00:00+09:00,10003332.75,10068858.870353993,9989521.0,10068858.870353993,10101698.443642206,-1
2024-07-03 02:00:00+09:00,10008702.0,10036095.810176997,10002105.0,10036095.810176997,10097899.60271506,-1
2024-07-03 03:00:00+09:00,10054454.0,10070851.0,10022398.9050885,10022398.9050885,10096838.873196824,-1
2024-07-03 04:00:00+09:00,10051118.0,10069000.0,10033236.0,10038426.45254425,10094344.64287538,-1
2024-07-03 05:00:00+09:00,10005802.75,10044772.226272125,9990000.0,10044772.226272125,10091299.088252816,-1
2024-07-03 06:00:00+09:00,10010660.75,10026081.0,9993051.0,10025287.488136062,10088144.025968393,-1
2024-07-03 07:00:00+09:00,10013705.5,10021038.0,10007444.0,10017974.11906803,10085401.279851986,-1
2024-07-03 08:00:00+09:00,10032638.75,10040945.0,10015839.809534015,10015839.809534015,10083657.89632838,-1
2024-07-03 09:00:00+09:00,10041686.0,10064888.0,10024239.279767007,10024239.279767007,10081645.076864522,-1
2024-07-03 10:00:00+09:00,10020605.25,10035799.0,9993300.0,10032962.639883503,10079266.485614933,-1
2024-07-03 11:00:00+09:00,9960416.0,10026783.944941752,9944012.0,10026783.944941752,10074489.995982977,-1
2024-07-03 12:00:00+09:00,9874267.25,9993599.972470876,9805700.0,9993599.972470876,10065508.113787565,-1
2024-07-03 13:00:00+09:00,9851380.25,9933933.611235438,9825120.0,9933933.611235438,10056969.677952759,-1
2024-07-03 14:00:00+09:00,9856760.5,9892656.93061772,9837630.0,9892656.93061772,10049526.984699711,-1
2024-07-03 15:00:00+09:00,9903661.25,9916623.0,9874708.71530886,9874708.71530886,10043900.397064429,-1
2024-07-03 16:00:00+09:00,9883848.0,9889571.0,9879197.0,9889184.98265443,10037627.087375628,-1
2024-07-03 17:00:00+09:00,9858387.0,9886516.491327215,9841066.0,9886516.491327215,10030701.789831486,-1
2024-07-03 18:00:00+09:00,9804164.0,9872451.745663607,9780000.0,9872451.745663607,10022102.543171426,-1
2024-07-03 19:00:00+09:00,9768884.75,9838307.872831803,9711743.0,9838307.872831803,10010667.266968625,-1
2024-07-03 20:00:00+09:00,9771942.0,9803596.311415901,9755138.0,9803596.311415901,10001169.413362013,-1
2024-07-03 21:00:00+09:00,9756657.0,9787769.155707952,9726800.0,9787769.155707952,9990640.41675958,-1
2024-07-03 22:00:00+09:00,9720717.5,9772213.077853976,9668000.0,9772213.077853976,9981065.302376853,-1
2024-07-03 23:00:00+09:00,9766201.0,9809348.0,9720000.0,9746465.288926989,9971556.702283643,-1
2024-07-04 00:00:00+09:00,9711682.25,9756333.144463494,9677675.0,9756333.144463494,9961498.243370559,-1
2024-07-04 01:00:00+09:00,9748656.5,9777969.0,9710310.0,9734007.697231747,9954300.70441485,-1
2024-07-04 02:00:00+09:00,9772026.0,9778758.0,9741332.098615874,9741332.098615874,9947092.833653484,-1
2024-07-04 03:00:00+09:00,9757050.25,9766130.0,9745619.0,9756679.049307937,9939794.840176877,-1
2024-07-04 04:00:00+09:00,9742689.0,9756864.649653967,9731041.0,9756864.649653967,9931959.78762092,-1
2024-07-04 05:00:00+09:00,9674208.25,9749776.824826984,9661162.0,9749776.824826984,9922118.188106377,-1
2024-07-04 06:00:00+09:00,9658354.0,9711992.537413493,9616390.0,9711992.537413493,9912572.533670833,-1
2024-07-04 07:00:00+09:00,9740649.5,9752689.0,9685173.268706746,9685173.268706746,9905962.865683742,-1
2024-07-04 08:00:00+09:00,9758527.25,9765750.0,9712911.384353373,9712911.384353373,9900151.34153928,-1
2024-07-04 09:00:00+09:00,9755198.25,9779436.0,9734062.0,9735719.317176687,9895048.779125975,-1
2024-07-04 10:00:00+09:00,9731834.25,9770036.0,9669482.0,9745458.783588342,9888097.179944566,-1
2024-07-04 11:00:00+09:00,9475634.25,9738646.516794171,9370000.0,9738646.516794171,9874026.780731054,-1
2024-07-04 12:00:00+09:00,9528914.75,9607140.383397086,9515177.0,9607140.383397086,9860041.534427876,-1
2024-07-04 13:00:00+09:00,9552077.75,9570000.0,9538000.0,9568027.566698544,9847412.45464639,-1
2024-07-04 14:00:00+09:00,9531569.75,9560052.658349272,9520186.0,9560052.658349272,9835031.299562218,-1
2024-07-04 15:00:00+09:00,9508722.75,9545811.204174636,9490001.0,9545811.204174636,9821500.699579386,-1
2024-07-04 16:00:00+09:00,9498391.75,9527266.977087319,9487102.0,9527266.977087319,9808387.025086077,-1
2024-07-04 17:00:00+09:00,9400778.5,9512829.36354366,9362672.0,9512829.36354366,9792181.926063094,-1
2024-07-04 18:00:00+09:00,9265415.25,9456803.93177183,9207550.0,9456803.93177183,9769993.61523709,-1
2024-07-04 19:00:00+09:00,9300159.75,9361109.590885915,9273983.0,9361109.590885915,9750542.218561126,-1
2024-07-04 20:00:00+09:00,9339818.0,9367862.0,9318231.0,9330634.670442957,9733971.26881363,-1
2024-07-04 21:00:00+09:00,9293401.5,9335226.335221479,9252525.0,9335226.335221479,9717157.57199741,-1
2024-07-04 22:00:00+09:00,9228438.5,9314313.917610738,9190001.0,9314313.917610738,9698060.765252413,-1
2024-07-04 23:00:00+09:00,9245452.75,9279169.0,9203908.0,9271376.20880537,9680067.676418986,-1
2024-07-05 00:00:00+09:00,9270893.25,9295000.0,9245355.0,9258414.479402684,9664433.57146138,-1
2024-07-05 01:00:00+09:00,9355613.75,9373257.0,9264653.864701342,9264653.864701342,9652180.411796229,-1
2024-07-05 02:00:00+09:00,9394502.75,9415263.0,9310133.80735067,9310133.80735067,9641442.434863044,-1
2024-07-05 03:00:00+09:00,9386091.0,9414250.0,9352318.278675336,9352318.278675336,9631042.41780959,-1
2024-07-05 04:00:00+09:00,9396938.5,9408009.0,9369204.639337668,9369204.639337668,9622068.166130783,-1
2024-07-05 05:00:00+09:00,9403799.5,9411237.0,9383071.569668833,9383071.569668833,9613488.943929575,-1
2024-07-05 06:00:00+09:00,9434728.5,9452393.0,9393435.534834417,9393435.534834417,9606914.397108808,-1
2024-07-05 07:00:00+09:00,9463809.5,9500000.0,9414082.017417207,9414082.017417207,9600851.871731993,-1
2024-07-05 08:00:00+09:00,9364525.25,9438945.758708604,9343004.0,9438945.758708604,9591057.210095445,-1
2024-07-05 09:00:00+09:00,9224209.5,9401735.504354302,9150100.0,9401735.504354302,9577776.652836801,-1
2024-07-05 10:00:00+09:00,9243641.75,9312972.50217715,9219970.0,9312972.50217715,9564224.431156928,-1
2024-07-05 11:00:00+09:00,9201806.75,9278307.126088575,9137988.0,9278307.126088575,9550527.237778226,-1
2024-07-05 12:00:00+09:00,8967528.0,9240056.938044287,8870000.0,9240056.938044287,9526992.130414374,-1
2024-07-05 13:00:00+09:00,8774151.25,9103792.469022144,8615895.0,9103792.469022144,9494661.53706479,-1
2024-07-05 14:00:00+09:00,8710659.0,8938971.859511072,8645368.0,8938971.859511072,9465787.045415193,-1
2024-07-05 15:00:00+09:00,8779788.25,8829086.0,8725000.0,8824815.429755535,9437444.533830283,-1
2024-07-05 16:00:00+09:00,8740740.0,8802301.839877767,8712063.0,8802301.839877767,9410418.43446439,-1
2024-07-05 17:00:00+09:00,8748790.75,8775113.0,8726559.0,8771520.919938885,9383983.123308925,-1
2024-07-05 18:00:00+09:00,8703384.0,8760155.834969442,8675877.0,8760155.834969442,9357522.373375243,-1
2024-07-05 19:00:00+09:00,8827386.75,8915586.0,8731769.917484721,8731769.917484721,9338208.711674253,-1
2024-07-05 20:00:00+09:00,8895398.75,8932222.0,8779578.333742362,8779578.333742362,9322048.134745851,-1
2024-07-05 21:00:00+09:00,8929386.75,8999899.0,8837488.54187118,8837488.54187118,9305194.207893074,-1
2024-07-05 22:00:00+09:00,8884789.5,8926698.0,8835107.0,8883437.645935591,9289596.827191385,-1
2024-07-05 23:00:00+09:00,8998812.5,9037822.0,8884113.572967796,8884113.572967796,9277401.422203487,-1
2024-07-06 00:00:00+09:00,9033733.75,9100000.0,8941463.036483899,8941463.036483899,9269139.915450409,-1
2024-07-06 01:00:00+09:00,9123397.0,9145000.0,8987598.39324195,8987598.39324195,9263715.448177844,-1
